,p,r2_y_c,r2_yhat_c,r2_y_yhat,n,c_to_y_ratio_in_yhat,yc_in_yhat,y_in_c,num_perms,random_seed,p_pc_pearson,p_pc_spearman,y_to_c_ratio_in_yhat
498,0.838,0.006679205813573952,0.03259757724887724,0.006378628873538017,50,,0,0,1000,981701973,0.7518086734197543,0.7452431157884427,0.1
499,0.877,2.8001748365036327e-05,0.0005198442354567012,-6.097105353930488e-08,50,,0,0,1000,1870836248,0.9993433601684374,0.9970030312534802,0.1
500,0.684,0.0032133256712260083,0.0015074166512529796,0.006121124225529018,100,,0,0,1000,1331548379,0.5976995655992126,0.5946478856438253,0.1
501,0.834,0.0007419445090642851,0.0009919103906833593,0.0014437311276989107,100,,0,0,1000,2105207024,0.7605942728239725,0.7543761516055544,0.1
502,0.822,0.008485751642197448,0.002526125294635473,0.0001263801585701385,100,,0,0,1000,680373863,0.8775596182224286,0.8920081366462359,0.1
503,0.978,0.037493583562058674,0.01456521493404006,0.00014165000737620392,100,,0,0,1000,1640051166,0.7271568975754132,0.7870851612646341,0.1
504,0.645,0.004811520405379133,0.00510291944397101,0.002133385371305918,100,,0,0,1000,9249011,0.7332886053650816,0.7318424745211638,0.1
505,0.636,0.022798369011556963,0.0016061186566643793,0.004283111386796712,100,,0,0,1000,756004136,0.6326584382015588,0.6289514616026829,0.1
506,0.553,0.026252685753291316,8.833439855027159e-05,0.0071143313865299485,100,,0,0,1000,519272463,0.44364352278180885,0.4180859578477376,0.1
507,0.502,0.016527566005983374,0.02177980552775416,0.011541660446154123,100,,0,0,1000,217999627,0.2786558173901216,0.2897085900510722,0.1
508,0.402,0.024707890468500304,0.0026434924660354575,0.007938835841591496,100,,0,0,1000,550527497,0.36288763309256933,0.33388356221144366,0.1
509,0.356,2.8314351282587857e-05,0.011971077456611079,0.011466616488901904,100,,0,0,1000,2042035288,0.4339126388196285,0.4207206115015283,0.1
510,1.0,0.0009303994518091718,0.0005323488405265531,0.0002829965768065268,100,,0,0,1000,1846002099,0.8899135315744009,0.8880527870353143,0.1
511,0.999,0.017897140381312515,0.018068084960899955,0.0001375969442131142,100,,0,0,1000,601312476,0.9459959873821845,0.9272464822684634,0.1
512,0.75,0.005612889936779331,0.0008922209634951717,0.003002108343751475,100,,0,0,1000,1479270935,0.6285911606729722,0.6574456203885582,0.1
513,0.76,0.0006406412447742538,3.390686035853463e-05,0.00212339900730385,100,,0,0,1000,79955,0.6791496040825356,0.674603455020157,0.1
514,0.197,0.0029462325713459636,0.0024685189066929736,0.022849779816701776,100,,0,0,1000,1935742102,0.2458681735795153,0.24761622954028778,0.1
515,0.757,0.00087413258477409,0.017418224910541236,0.004096326727975219,100,,0,0,1000,558003567,0.6004159889215419,0.656957703870978,0.1
516,0.38,0.009215542306628577,0.003305591646853845,0.012551292551757576,100,,0,0,1000,69349162,0.2681339698376486,0.29345115385360904,0.1
517,0.065,2.2272262512945673e-05,0.00029122256791236367,0.04404887136602187,100,,0,0,1000,1706333194,0.05628670285838085,0.055306292789879266,0.1
518,0.241,0.016948273711558604,0.0005210863926746745,0.015434859443166804,100,,0,0,1000,40847557,0.320620437370677,0.3328125120461428,0.1
519,0.323,0.00391211224127741,0.011434935217524034,0.021152528838316642,100,,0,0,1000,2109432456,0.26694804924668786,0.261239824733066,0.1
520,0.99,0.005918868805499633,0.019683258799130243,0.0002805154413176858,100,,0,0,1000,146272569,0.7845889903101665,0.864113716250111,0.1
521,0.487,0.03253760810479733,0.004564715945406972,0.005986410831571254,100,,0,0,1000,664703404,0.6299059002473208,0.6322535880027638,0.1
522,0.921,0.003001904319387738,8.629650649882858e-05,6.86472105847491e-05,100,,0,0,1000,2114804908,0.9460472273154592,0.9417545909885502,0.1
523,0.128,0.01630664449989605,0.0003014794921006869,0.03983463011224464,100,,0,0,1000,1353203434,0.09341668102462908,0.07096245814075174,0.1
524,0.992,0.0187688543143385,0.0017241491358237493,1.8407464261738227e-06,100,,0,0,1000,1255216659,0.9455412353970796,0.9614580991724115,0.1
525,0.773,0.01933613199661266,0.0054701285506294495,1.873887297643151e-05,100,,0,0,1000,1444821539,0.9462880136417993,0.9485196277839849,0.1
526,0.726,0.003994525437106877,0.0012635716248614592,0.004416036972942017,100,,0,0,1000,178294214,0.5835011862148096,0.5885697754749484,0.1
527,0.994,0.06440671324039371,0.004819784375173608,0.001563876035453049,100,,0,0,1000,895862592,0.9138779182629415,0.8432407130360596,0.1
528,0.549,0.001166380718645721,6.501768967437371e-05,0.004503824581997717,100,,0,0,1000,389310272,0.5412877113853869,0.5445630934493733,0.1
529,0.953,0.006177378543375522,0.0005662701641950818,7.964284489081486e-05,100,,0,0,1000,1546015169,0.94608828928327,0.9379556410776503,0.1
530,0.123,0.003435695982813014,0.00012191528875005186,0.03999734355731055,100,,0,0,1000,167456199,0.12681604935950577,0.1263099775724202,0.1
531,0.083,4.8363650506311195e-05,0.008649712048565572,0.05686774068001765,100,,0,0,1000,1501913505,0.0726955681996536,0.06560719697229665,0.1
532,0.565,0.016047280634936434,0.004153354461496561,0.011962850283032789,100,,0,0,1000,851579436,0.4854022312495804,0.49540674808174456,0.1
533,0.768,0.00016967563814351827,0.0022361037197989875,0.0023233726700877533,100,,0,0,1000,1760258187,0.6387447357503039,0.6407660190677893,0.1
534,0.627,0.010715329617045466,0.0064462635545688984,0.004416036972942239,100,,0,0,1000,1098886812,0.6550484227678874,0.6408553291053116,0.1
535,0.967,0.015508257037119777,0.002981754026113559,6.864721058452705e-05,100,,0,0,1000,1468747931,0.9953573927171497,0.997391780012877,0.1
536,0.57,0.015810139117291455,9.711465283179788e-05,0.0033888320050313725,100,,0,0,1000,959250546,0.6520460903395606,0.6048189555780826,0.1
537,0.422,0.00014579542243320365,0.050535093450870705,0.008397853046362425,100,,0,0,1000,725922590,0.4115622368740538,0.420132014350555,0.1
538,0.99,0.007356916656287016,0.006610550277794447,7.964284489070383e-05,100,,0,0,1000,175051918,0.8765334249398589,0.9197848115450058,0.1
539,0.945,0.0042176655683712205,0.032701997416992534,0.0014507105978521784,100,,0,0,1000,905183372,0.8405606581378797,0.7870103658250373,0.1
540,0.215,0.001910299612169486,0.0052681110083619975,0.026264597033173742,100,,0,0,1000,1067275575,0.181832667129477,0.17587386080313433,0.1
541,0.951,0.0003181927344690916,0.0017554407357928126,0.0010805630173197356,100,,0,0,1000,2110644415,0.785974027839462,0.800065079256418,0.1
542,0.588,0.0031773500114472553,0.016304744745525568,0.007726056261036507,100,,0,0,1000,534336014,0.4575614520461846,0.5131413337378605,0.1
543,0.727,0.0007967930909216214,0.007421197089163667,0.0016623800316426518,100,,0,0,1000,710049374,0.6815582695751089,0.6713878030382192,0.1
544,0.841,0.007097801452211838,0.03700997019744501,0.00021121691284153865,100,,0,0,1000,1427911801,0.7914096614076621,0.7855886412250841,0.1
545,0.705,9.394660095862761e-05,0.07612197385033814,0.00984370640701715,100,,0,0,1000,294677267,0.4671391068163874,0.5420531661519006,0.1
546,0.803,0.02800156202883075,0.004224708630045426,0.0006764252209758848,100,,0,0,1000,1014496269,0.8994452242916504,0.9218210964235395,0.1
547,0.599,0.027879571221075428,0.0033245343333841992,0.005688467774849659,100,,0,0,1000,1427969432,0.4416607926423777,0.4547509543705919,0.1
548,0.51,0.005832861253425969,0.02013670641596632,0.011351524056460893,100,,0,0,1000,842854709,0.4219835627704259,0.4141992582542279,0.1
549,0.131,0.018825510265884637,0.043633576305186716,0.041403774031702256,100,,0,0,1000,865234824,0.15890773835422572,0.12673923152824795,0.1
550,0.709,0.004065224321988414,0.0026894654513692773,0.000916271525221557,100,,0,0,1000,1917567477,0.7575391836295606,0.7836039432103241,0.1
551,0.233,0.0016649824824621628,8.3685970053482e-05,0.019479216180159686,100,,0,0,1000,1110478537,0.20089143659449962,0.20275979287884333,0.1
552,0.041,0.012450075997801013,4.218499699326639e-05,0.0630096541245686,100,,0,0,1000,42997884,0.03017598887288585,0.034709487935085985,0.1
553,0.727,0.0027777196312486208,0.006273956454771579,0.001129326368326522,100,,0,0,1000,1905260736,0.7774404795156388,0.7485875385598426,0.1
554,0.426,1.5324498815583176e-05,0.0769099392522904,0.017106716411532386,100,,0,0,1000,1919655771,0.311558509371831,0.3590750382859209,0.1
555,0.485,0.004557043162430108,0.005923898453321419,0.012190932024164991,100,,0,0,1000,123639718,0.41538237345461937,0.43095736882165725,0.1
556,0.201,0.0078040620758278445,0.0021410644436804516,0.03342593753934886,100,,0,0,1000,1454391218,0.18803096168612857,0.18855771640101718,0.1
557,0.666,0.039197475597715914,0.026111264744932527,0.0033888320050311505,100,,0,0,1000,504694713,0.4231354694353223,0.45098015538932956,0.1
558,0.479,0.008564162820793753,0.0002914604605296356,0.004137046714220327,100,,0,0,1000,455818541,0.5712301796095152,0.5547577050167528,0.1
559,0.073,0.0034315221019602937,0.0015561578740990178,0.04284936274660389,100,,0,0,1000,426902541,0.11634848234991374,0.11854886790225556,0.1
560,0.729,0.04363514058975382,0.01853730988084945,0.0023770597409124017,100,,0,0,1000,350319180,0.8678881991699489,0.8504648448953412,0.1
561,0.999,0.0006808480594321376,2.183111489029166e-06,0.00010061252197290926,100,,0,0,1000,1857169275,0.9294928228652446,0.9337453992893743,0.1
562,0.727,0.026169359914923085,2.255564363973228e-05,0.004469841860734625,100,,0,0,1000,759898229,0.5550463080453307,0.5186185905967178,0.1
563,0.423,0.008019228838216153,0.003971718598337226,0.010564204000100386,100,,0,0,1000,1216062749,0.3041601880790154,0.2934223770725766,0.1
564,0.417,0.0067147911610108135,0.007250925114789086,0.011541660446154345,100,,0,0,1000,1024420632,0.4170900657040747,0.4000279324266156,0.1
565,0.14,0.045850354387828696,7.571321271959697e-05,0.020445033053945516,100,,0,0,1000,785680002,0.15876003974723454,0.14968825779965653,0.1
566,0.47,0.003214628345521331,0.00040654383634375346,0.008781986521214313,100,,0,0,1000,1909218476,0.4637080507216821,0.4767755466940127,0.1
567,0.573,0.012388827056485141,0.05173170854262321,0.012383046124099573,100,,0,0,1000,1291501415,0.6197387569937381,0.532141805390506,0.1
568,0.319,0.002505008723186597,0.008430523782920973,0.013318986601777771,100,,0,0,1000,1472612256,0.3350385685571926,0.39133092282524906,0.1
569,0.417,0.021699458186950737,0.0063922525487373205,0.0072434551159124005,100,,0,0,1000,1932272041,0.5474172900176235,0.5173181871248261,0.1
570,0.58,1.8056824124812465e-06,0.015592505907389587,0.008129311501151704,100,,0,0,1000,183040085,0.414966449643018,0.39610925029243926,0.1
571,0.322,0.023052345660984352,0.0027147142254131396,0.014047577897474905,100,,0,0,1000,101669644,0.3958177508378993,0.399561278647923,0.1
572,0.481,0.019357813419939585,3.310101016207323e-05,0.009251960718413499,100,,0,0,1000,1149684335,0.4033745549899872,0.42980869159275836,0.1
573,0.032,0.04001614764046757,0.011654633436536277,0.060754387143714284,100,,0,0,1000,2047651781,0.04104706158875509,0.04363299061258364,0.1
574,0.518,4.937277547201191e-05,0.02380850400721879,0.0049804344165065295,100,,0,0,1000,1247622947,0.5055810319905644,0.5111417083975756,0.1
575,0.412,7.475046860494494e-06,0.023935152239456525,0.00831393837236949,100,,0,0,1000,2017395404,0.4626131779434246,0.4440971353236286,0.1
576,0.138,0.0008353730887395994,0.03784047255893941,0.06421263698205704,100,,0,0,1000,1512821439,0.0849406193614099,0.09259091541840699,0.1
577,0.233,3.318424401932418e-08,0.0015828545932562443,0.0199314820997325,100,,0,0,1000,38957803,0.258921145271972,0.2568091212462563,0.1
578,0.811,0.0002432136195247292,0.00023292429550703098,0.002395575570337649,100,,0,0,1000,875219032,0.6505872952526113,0.6402750826356052,0.1
579,0.329,0.0009220214703308249,0.024656176354702852,0.015434859443276716,100,,0,0,1000,1141069783,0.282379098256002,0.2902355414466739,0.1
580,0.348,0.012733325833336973,0.033757797789507826,0.02237978566976495,100,,0,0,1000,1697765002,0.29571318905701255,0.35356750393009007,0.1
581,0.63,0.0005178672971435372,0.013947324230549896,0.02153290780787598,100,,0,0,1000,150792542,0.3670112628543941,0.3541657766623739,0.1
582,0.888,0.028162771109580764,0.00625953278642033,6.87008578581505e-07,100,,0,0,1000,1019226188,0.9006714330508366,0.8887697010111273,0.1
583,0.675,0.0043546286435243164,0.004846555942730202,0.003945280910358173,100,,0,0,1000,817720513,0.6264929463457398,0.5977244472183865,0.1
584,0.104,0.01751672279610883,0.013676273205302736,0.04835998319775636,100,,0,0,1000,1594921887,0.08899072837671432,0.07562533550941199,0.1
585,0.934,0.01139462452088491,0.0075952993701697835,-2.1896475743687915e-09,100,,0,0,1000,2130946257,0.9264865270126168,0.9830435112778827,0.1
586,0.53,0.004308520578787722,0.00984609872615494,0.004419030999498363,100,,0,0,1000,429952335,0.6007107590462784,0.5869178861890678,0.1
587,0.061,0.008839193114474342,0.010014674598979756,0.07311667423094592,100,,0,0,1000,450330101,0.02966693625071966,0.02835826178388703,0.1
588,0.836,0.0012990107394713624,0.005940014325145904,0.00027319460224706216,100,,0,0,1000,6119380,0.915750482283,0.8920300687908984,0.1
589,0.908,0.009603777796494906,0.010175481985924217,0.00034185159004929133,100,,0,0,1000,1568958217,0.9300795894727039,0.8756697752062299,0.1
590,0.146,3.0363703663827124e-05,0.0014721765038930856,0.026264597034866166,100,,0,0,1000,1756838687,0.1735684798638638,0.1740583810344843,0.1
591,0.15,5.7353806497073556e-05,0.0005455919079758731,0.03460415157459695,100,,0,0,1000,725387265,0.10243481071294766,0.1056368223888575,0.1
592,0.706,0.0070037671773919286,0.0008019836044701467,0.0026779733048841736,100,,0,0,1000,461122186,0.6427704272917847,0.6687637102475339,0.1
593,0.033,0.0020757909610109593,0.0026764353842702038,0.08694799670951758,100,,0,0,1000,1824225633,0.02439681239290269,0.026400146079041346,0.1
594,0.002,0.012257294315077272,0.015548626095576501,0.11921290289617126,100,,0,0,1000,1745691250,0.0017234564778151166,0.001321070747668073,0.1
595,0.018,0.0011210814110489409,0.007422225395974147,0.10090584384452006,100,,0,0,1000,1204894091,0.018637637221094638,0.016650870951948317,0.1
596,0.133,0.04980630963403154,0.0003068159795271974,0.057934151740367756,100,,0,0,1000,248682476,0.06460983837687005,0.08572962992433138,0.1
597,0.453,0.007145835454634875,0.00017107375593539142,0.00866868651197017,100,,0,0,1000,639511293,0.34549656201546963,0.2882591574842136,0.1
598,0.471,0.001792399479186968,4.92376911576109e-07,0.010450737954299183,100,,0,0,1000,2071961468,0.39378448629731666,0.3904990859454549,0.1
599,0.966,0.010132226571411107,0.002496622187951436,0.0005709707545009657,100,,0,0,1000,1967147732,0.8252622208211355,0.8151101606285973,0.1
600,0.934,0.0027204934302711425,0.013601851437476942,4.8216226588682076e-05,500,,0,0,1000,507577167,0.7872513526318327,0.7850580628752056,0.1
601,0.351,0.0011902443335604085,0.008833822932235003,0.0038942819256797545,500,,0,0,1000,89551625,0.2790481657649198,0.2690053980988269,0.1
602,0.65,0.0013246414521096428,0.0005754778356915624,0.0005836368880539622,500,,0,0,1000,2045027796,0.6546931489818693,0.648673595475775,0.1
603,0.029,0.006533103127501216,1.0057098903670791e-06,0.014424239150379159,500,,0,0,1000,152873852,0.02934631811849197,0.029957026172993697,0.1
604,0.746,0.001453693202331685,0.000894696880657686,0.00024304144074560607,500,,0,0,1000,1572163275,0.713731523974414,0.7131533097845005,0.1
605,0.113,0.00021962310825185405,0.000560575299915822,0.006933926104789934,500,,0,0,1000,1689490534,0.12621686448644762,0.13372716287566305,0.1
606,0.826,0.011559070002634897,0.0015221342542628413,0.00010725900878982841,500,,0,0,1000,1519257227,0.9129659054130418,0.8652610888171842,0.1
607,0.569,0.004210997789748427,0.0029044612411311954,0.0009448307321884286,500,,0,0,1000,2011979477,0.6031070777393842,0.5876088517606264,0.1
608,0.428,1.136210798780013e-07,0.0002167847596616923,0.002169649034013399,500,,0,0,1000,1979140600,0.41960590980384205,0.41934332882105396,0.1
609,0.631,0.001363113707552266,0.003301638564557452,0.0007702069920971777,500,,0,0,1000,511685193,0.6536250323168513,0.63692773436296,0.1
610,0.499,0.00040598191336804756,5.3868775537257996e-05,0.0009042873736432311,500,,0,0,1000,1703973369,0.5685231022603356,0.5710149664633377,0.1
611,0.832,0.0017500160127565945,0.002789787156604384,9.758173034501993e-05,500,,0,0,1000,1547587290,0.8791390355557362,0.8556932305337052,0.1
612,0.834,0.00021621716382314027,0.0022382694808452674,4.837682262592846e-05,500,,0,0,1000,642323093,0.8698520813217746,0.8731417311391678,0.1
613,0.677,0.00017246975878804083,0.0002598602169253672,0.0004594612345232285,500,,0,0,1000,570612491,0.6690805347160342,0.6710517216965042,0.1
614,0.25,0.004809037256482074,0.0023809983119262856,0.003548831482511061,500,,0,0,1000,1345017277,0.28950716025747636,0.30309010825221067,0.1
615,0.481,0.0004166248863609612,0.000505482727904405,0.0011734799549316666,500,,0,0,1000,1072938373,0.4865182221407648,0.492773774988733,0.1
616,0.596,0.00039680483941462175,2.82475158996931e-06,0.0007285047815078771,500,,0,0,1000,357392131,0.6095586799133779,0.6100207822456234,0.1
617,0.333,0.0010686068831226025,3.0854149192238722e-06,0.0031729176162547112,500,,0,0,1000,1407933093,0.2818573460894319,0.2866452293597306,0.1
618,0.718,0.006104282950517348,0.0029999546654887466,0.00015685216425165294,500,,0,0,1000,872082236,0.8622401472268019,0.8358146125239386,0.1
619,0.949,0.01346471721107334,0.014535284647497204,1.82315512620157e-06,500,,0,0,1000,1297818558,0.7744239793667913,0.788129230595161,0.1
620,0.171,1.462860035494895e-05,0.000834777029231959,0.004791832896445025,500,,0,0,1000,595888875,0.1987502484253451,0.1959351524321586,0.1
621,0.451,0.001285158406764464,7.975156117301374e-05,0.0013445376250396102,500,,0,0,1000,2006685884,0.4795200479532036,0.4790546262931348,0.1
622,0.606,5.399923223292635e-05,3.0008612252441225e-05,0.0008509346074527802,500,,0,0,1000,1208686437,0.5761452278375284,0.5761530740620555,0.1
623,0.316,0.003884804733630509,0.0047066674469512515,0.0026330747015170797,500,,0,0,1000,1105293837,0.3071553854881054,0.311585988131287,0.1
624,0.075,0.0003771486782787603,0.001475977574244447,0.009462203120220614,500,,0,0,1000,760195150,0.06151308169940218,0.06188500545024605,0.1
625,0.23,0.0024206926475023316,0.005902292590566294,0.003288956970926238,500,,0,0,1000,178008304,0.30135409961067966,0.2909690874947935,0.1
626,0.693,0.0008501295883784898,0.0011862883170182803,0.0004391021321104027,500,,0,0,1000,1182729508,0.6730507026852628,0.6775628757743907,0.1
627,0.393,0.0001691045853484674,7.265100805953217e-06,0.001938197148266596,500,,0,0,1000,1470347154,0.38776958351985746,0.3877125582080445,0.1
628,0.828,0.001844787624591837,0.00102570716973871,0.0001432505938909756,500,,0,0,1000,210729067,0.8056463841829662,0.7971583260695518,0.1
629,0.849,0.0019497712220797325,0.0034480659829845273,0.00015139757782678398,500,,0,0,1000,1110590756,0.8578115186916837,0.8326142799327585,0.1
630,0.876,0.00030089141295441824,0.0022606399377321784,8.899791491834286e-05,500,,0,0,1000,1159012759,0.8635325469611757,0.8692339704676654,0.1
631,0.998,0.013361823556227614,0.0004940576320063839,7.160803180417119e-07,500,,0,0,1000,329280308,0.9415388971360036,0.9136180355266883,0.1
632,0.772,2.808082100924647e-05,0.003350805635337517,0.00027204957730297963,500,,0,0,1000,513004005,0.7544506833009392,0.7496480732810067,0.1
633,0.011,5.449056065065516e-05,0.0006857034046827692,0.013283735798432228,500,,0,0,1000,1878180269,0.01965332043979138,0.01943529248891339,0.1
634,0.189,0.0003414129432435242,0.00433535163662091,0.004737214475477813,500,,0,0,1000,2084960858,0.1698707794878128,0.16327333242361078,0.1
635,0.066,0.0007699024767687801,0.0036366802294718337,0.009780783882279986,500,,0,0,1000,1835370378,0.06394945859317329,0.06259873494119945,0.1
636,0.996,0.0025187328126670128,0.00183945532232066,3.57479162271801e-06,500,,0,0,1000,2106862114,0.9912841581507457,0.9905723716651768,0.1
637,0.882,0.010711476185072177,0.0003544617059948463,5.210699764657267e-05,500,,0,0,1000,85845010,0.8515816661666546,0.8591384031260514,0.1
638,0.584,0.003823506355237205,0.0070138842937519374,0.0010470571530504236,500,,0,0,1000,1020451773,0.44165124240394105,0.455580362346498,0.1
639,0.821,0.004352214932844323,0.00021077255504531323,0.0001605513693185845,500,,0,0,1000,415591053,0.7904963199047457,0.8000753678419897,0.1
640,0.74,0.005646483334888486,3.8342076281061566e-05,0.0003141250837700449,500,,0,0,1000,1831321314,0.7124128315830606,0.6925839470495219,0.1
641,0.588,0.005308858255495208,0.0005005922760571435,0.0005573626335666493,500,,0,0,1000,1221946590,0.6814530004130581,0.6616694034134895,0.1
642,0.686,9.301944445483379e-06,0.0007160923545564968,0.0005968204513671083,500,,0,0,1000,1100554409,0.6497830291557838,0.6642697360346257,0.1
643,0.648,2.368669742258689e-05,0.000503094267473081,0.0007582434202594301,500,,0,0,1000,284615424,0.6173556228160209,0.6144669479957843,0.1
644,0.207,7.728190298983417e-05,0.00024243509421983944,0.0046091884064869415,500,,0,0,1000,2033095401,0.19594169355296412,0.19348299906469504,0.1
645,0.17,0.0012851411608038044,0.00030673426475624765,0.004229215139440412,500,,0,0,1000,681876872,0.19067983524648638,0.1867205961266918,0.1
646,0.537,0.0036471476726239738,0.0032177614681014877,0.001444419403886732,500,,0,0,1000,1527428061,0.5555759818868402,0.5209644986700261,0.1
647,0.191,0.00021319993570456663,0.0020460827923063363,0.005087894000063153,500,,0,0,1000,26891308,0.17501639609160605,0.17871822638984028,0.1
648,0.89,5.387181672922292e-05,0.0005349754340827628,6.733361057320586e-05,500,,0,0,1000,1908639620,0.8723957199100024,0.8685903617050271,0.1
649,0.972,0.005332196702584557,5.157489406992788e-06,1.225388235548408e-06,500,,0,0,1000,1897562770,0.9782843854489105,0.9912367483629687,0.1
650,0.703,0.003949824252441059,0.0013791088838009946,0.0003600342744911611,500,,0,0,1000,988876307,0.678098693422822,0.7103876004794875,0.1
651,0.601,0.000107689294411073,0.0001898875482154727,0.0007191331731575268,500,,0,0,1000,1705563386,0.6037768436070654,0.6064849610298536,0.1
652,0.138,8.477251142502418e-06,0.006292506576316748,0.006165743062314877,500,,0,0,1000,1897959083,0.13945088348980816,0.138329125848242,0.1
653,0.049,0.002604874714346117,0.0008905814259775324,0.010753435090029906,500,,0,0,1000,1755234810,0.052803667167543936,0.05262805821909118,0.1
654,0.587,0.00012019816819652807,0.005793006143960833,0.0006624577825737887,500,,0,0,1000,2100329538,0.6579597650482574,0.6544019676819174,0.1
655,0.213,0.001222592209893958,0.0021947599081411084,0.003903283440491845,500,,0,0,1000,1228627806,0.2525613137469943,0.24519917532036048,0.1
656,0.099,0.0003842646932361582,0.00011074091122165175,0.009223117140091053,500,,0,0,1000,797344306,0.0863153751774308,0.08741423885931797,0.1
657,0.927,4.911519290484723e-05,0.0003182410956572568,1.778962038168075e-05,500,,0,0,1000,806018414,0.9305682776861234,0.9349906591579057,0.1
658,0.923,4.3377732783511647e-07,0.0010998248439755276,7.284474603963531e-06,500,,0,0,1000,1085951416,0.9591991413833194,0.9624027629413505,0.1
659,0.195,0.00251004761106588,0.0026542765132727686,0.0039847602659061065,500,,0,0,1000,267562940,0.24096685390665037,0.24697298692720746,0.1
660,0.745,0.001480005419695174,1.558448045058114e-05,0.0003477293572869966,500,,0,0,1000,905099732,0.7076466222280713,0.7176859601892465,0.1
661,0.177,0.002229566492246593,1.4473307129669877e-05,0.004263710102164753,500,,0,0,1000,776971844,0.2108016044329335,0.2113010894418156,0.1
662,0.02,0.0006488592827961215,0.002692083281652047,0.014260672935998198,500,,0,0,1000,1031935181,0.01803354717655912,0.0166598032383935,0.1
663,0.749,0.0023109553241809078,1.023460255422659e-05,0.0002839365388075388,500,,0,0,1000,315884992,0.7394491801130629,0.7449842236306834,0.1
664,0.057,0.0003497675201989958,0.0011200568246919618,0.010297258399129983,500,,0,0,1000,1784170845,0.05487825973765609,0.05554899544833165,0.1
665,0.199,0.008933374985148124,0.0004136906413384489,0.004727914412986145,500,,0,0,1000,1862006460,0.23426935134069699,0.2217940511729084,0.1
666,0.392,4.046873775442883e-05,0.00020071778297459097,0.00235701613304351,500,,0,0,1000,1771543092,0.36657993423885205,0.37115397459269106,0.1
667,0.461,0.00014202553055819855,0.004864148256548906,0.0016979601663827948,500,,0,0,1000,469668210,0.4043536610604507,0.420958627718786,0.1
668,0.407,0.00014263672818193296,0.0018916976809636443,0.0016505814756505588,500,,0,0,1000,868960133,0.4202286835955853,0.43659270187807,0.1
669,0.837,0.002901084201270998,1.4910601975337556e-08,0.00012503806677899298,500,,0,0,1000,1907407806,0.821587450059236,0.8139484473853249,0.1
670,0.278,0.00015136865505027686,0.002348406298255057,0.0039032834405338113,500,,0,0,1000,1770500053,0.24324446338777725,0.24876867311988005,0.1
671,0.186,0.002031880742692671,0.000954843837102537,0.0053895917168241825,500,,0,0,1000,1350034292,0.13997309041827102,0.12554207091763284,0.1
672,0.674,0.0018105879789708235,0.0008288334439537914,0.0007689360702903825,500,,0,0,1000,852788954,0.573026473109937,0.5806603002911163,0.1
673,0.165,0.006356181010186868,0.0005028444912034136,0.00431497157437688,500,,0,0,1000,361835191,0.2209531146385243,0.21859522392262065,0.1
674,0.374,0.001113761723912532,0.0020594339942315854,0.00267394228970419,500,,0,0,1000,1206862338,0.38861387480321175,0.39655259351323735,0.1
675,0.075,0.0027836704516056576,3.116411735026858e-05,0.008840372531072838,500,,0,0,1000,828133093,0.07753353777978389,0.08103408725245183,0.1
676,0.994,0.00019588497160394347,0.00107487171589693,6.846581061425994e-06,500,,0,0,1000,425448013,0.952681661176265,0.9670420024167461,0.1
677,0.104,1.5929248989854372e-06,0.00018698483944601385,0.006793537390499149,500,,0,0,1000,495009661,0.11974750290181872,0.11932515421125815,0.1
678,0.521,0.006676403656398988,0.003016327197670088,0.001002569740997994,500,,0,0,1000,1986031766,0.6141235636016094,0.6041447066804421,0.1
679,0.677,0.0003552676802519583,0.0004386058358398781,0.0004000200647779062,500,,0,0,1000,766584091,0.6669984585122812,0.6593430954155942,0.1
680,0.638,0.001776115782520793,0.01088121033906797,0.0006997943979918375,500,,0,0,1000,1442212356,0.5363097534930692,0.5482431992527075,0.1
681,0.484,0.0009982198181128776,0.002280907393651721,0.001368538886132309,500,,0,0,1000,1230647643,0.49587128979816764,0.5476724177639943,0.1
682,0.828,0.001962742837746223,0.00037257942408142064,0.00019722035884550682,500,,0,0,1000,979836908,0.7787234151528373,0.7880687196808922,0.1
683,0.873,8.952283767993396e-05,0.00121024767690725,4.5119822719486e-05,500,,0,0,1000,735472064,0.8854693684595759,0.8914588124688437,0.1
684,0.196,0.0044711521396073595,8.7550262121594e-05,0.004873255264050469,500,,0,0,1000,580517590,0.21898357970892843,0.21840735200080655,0.1
685,0.104,0.0011848873940424332,0.02323238125665361,0.005917247713903673,500,,0,0,1000,2022707039,0.09113283409249047,0.10273249298952938,0.1
686,0.658,1.1034297616507871e-05,0.005876389502119994,0.0004883594160881577,500,,0,0,1000,2138629672,0.6663957923839751,0.665511768708219,0.1
687,0.141,0.008634993385327694,0.002263354022733255,0.006201537355740361,500,,0,0,1000,2065622747,0.10325516552043323,0.11810996835794636,0.1
688,0.123,0.003256572171673522,7.972178405202257e-07,0.006334455031240305,500,,0,0,1000,184382510,0.13160108366579745,0.14056338253771783,0.1
689,0.744,7.858826701157007e-05,2.439101339357652e-05,0.00018551870231076073,500,,0,0,1000,931702666,0.7860596943413222,0.7840950005118361,0.1
690,0.858,0.00031245253747347324,0.0008560933748626987,6.107535975541367e-05,500,,0,0,1000,1098101445,0.8868176371912285,0.8843777833084356,0.1
691,0.544,7.84203690129548e-05,0.005830616277052281,0.0011179782051441434,500,,0,0,1000,942805243,0.5382643894875757,0.5256038814215882,0.1
