,p,r2_y_c,r2_yhat_c,r2_y_yhat,n,c_to_y_ratio_in_yhat,yc_in_yhat,y_in_c,num_perms,random_seed,p_pc_pearson,p_pc_spearman,y_to_c_ratio_in_yhat
51,0.32,0.0034982775633185526,0.057697924828895575,0.017837802696849314,50,,0,0,1000,730817417,0.4245473134119836,0.45518571601998403,0.0
52,0.056,2.430832183319964e-07,0.023865504579105634,0.09508948523446381,50,,0,0,1000,1547586068,0.033968797481099204,0.037985314013287697,0.0
53,0.091,0.07005891936195763,0.004953293383888391,0.05613119818723333,50,,0,0,1000,2067636100,0.14171211863568106,0.15627148278868713,0.0
54,0.837,0.045376531827426514,0.00014550295559623283,0.00249663461479277,50,,0,0,1000,632632655,0.7655695126912924,0.8169443089367977,0.0
55,0.506,0.03813282615921332,0.0034869272301958354,0.006877603820212186,50,,0,0,1000,1468421546,0.7007254123070568,0.7546637575962891,0.0
56,0.342,0.02689745178969105,0.0002738556325939667,0.04597088553118156,50,,0,0,1000,1005374725,0.20475913080964542,0.18757937088831747,0.0
57,1.0,0.006759200041037028,0.011963964013940509,0.004416036972941795,50,,0,0,1000,78165742,0.6673719954120854,0.7122781059555596,0.0
58,0.217,0.1169361755675663,0.043065957338780825,0.08306889416337393,50,,0,0,1000,1080121834,0.24240520490286072,0.1609669183208282,0.0
59,0.581,0.01440231870497899,0.01506881950621708,0.01346478655051786,50,,0,0,1000,826541444,0.4518627218110499,0.4931327156489699,0.0
60,0.886,0.009358393136932097,0.0007750966302658702,5.547287914187127e-05,50,,0,0,1000,215117809,0.9764127525796472,0.9611339178013198,0.0
61,0.131,0.0217846221412501,0.03949641753248134,0.05867590379649956,50,,0,0,1000,305128647,0.05252374750519773,0.043808173645021785,0.0
62,0.328,0.018899078682267922,0.013909195102251082,0.020445033052908124,50,,0,0,1000,631354571,0.3984369897452418,0.3725883932924039,0.0
63,0.524,0.0014109315250752097,0.08218900770660342,0.005325233146622255,50,,0,0,1000,760648162,0.6683396393576992,0.8093133314295666,0.0
64,0.951,0.0030257427234278156,1.4278198785300233e-05,0.0002731946022468401,50,,0,0,1000,553576721,0.925367482769091,0.9301413213362425,0.0
65,0.318,0.0018773932860843834,0.006553392870300323,0.018351316394642048,50,,0,0,1000,2078160693,0.37061883442385213,0.344305706523063,0.0
66,0.628,0.005626420165604551,0.011417672744298613,0.013464786550517638,50,,0,0,1000,2019846921,0.4833141779954092,0.49253687618781195,0.0
67,0.695,0.03702643768711722,0.027599137599985335,5.7913665080677745e-05,50,,0,0,1000,1279013547,0.8603523187296024,0.9292489524749535,0.0
68,0.698,0.00029860240918300196,0.05709823193865027,0.0037558957510285262,50,,0,0,1000,1134490754,0.7093846205588579,0.7021852948817823,0.0
69,0.161,0.01790273184044522,0.0023301916914383325,0.07003445810141407,50,,0,0,1000,849951427,0.18475164353082812,0.2102346964279352,0.0
70,0.346,0.03137957887963927,0.04054511115817616,0.027111928641673777,50,,0,0,1000,1243751187,0.480575378283183,0.4029222908154997,0.0
71,0.847,0.025416098770922657,0.01868216518172472,-2.6119206131269834e-08,50,,0,0,1000,394876318,0.8792136989527056,0.8580972290497296,0.0
72,0.032,0.01789843470172814,0.11149272935095511,0.16978775404522828,50,,0,0,1000,1285457632,0.008534205606157306,0.008362019497090806,0.0
73,0.468,0.008207662956688067,4.696593935205051e-06,0.012269383922197674,50,,0,0,1000,595765758,0.5204061235066917,0.5176012175363955,0.0
74,0.407,0.032823167322538094,0.0005627912723039641,0.018351316394641937,50,,0,0,1000,1201503691,0.39417180690587117,0.36124370079921064,0.0
75,0.947,0.039202562912679983,0.04957862113781819,0.0007802454354473021,50,,0,0,1000,1542418348,0.894148359939602,0.9216051948367316,0.0
76,0.043,0.011138442768244161,0.07038271629869608,0.08025906088483736,50,,0,0,1000,244592230,0.06402238591351622,0.06659934485961003,0.0
77,0.05,0.006178687653512038,0.05037590608021858,0.20319138441489715,50,,0,0,1000,1969263265,0.044130908083529784,0.05225314704829869,0.0
78,0.151,0.06638654754681794,0.0057536671855594745,0.07127522820905263,50,,0,0,1000,1096437208,0.13817548588532094,0.11290700839774034,0.0
79,0.34,0.00895551124890448,0.01581119834777356,0.015346938364723228,50,,0,0,1000,908217484,0.4579559061191568,0.42469468347547434,0.0
80,0.429,0.004388428755918827,0.00010963183034784496,0.03466933748857315,50,,0,0,1000,152089541,0.34876024400672023,0.34895871129088873,0.0
81,0.126,0.011220504199480619,0.002944316788478951,0.17614644406326585,50,,0,0,1000,394114712,0.074104176992907,0.0753077882021784,0.0
82,0.415,0.046285156290845064,0.009480758810437417,0.01013346950972005,50,,0,0,1000,941097907,0.5656371380156854,0.5616205797499549,0.0
83,0.589,0.004212367306969389,0.00784749197677459,0.022243991497020943,50,,0,0,1000,1075348184,0.4260149689244761,0.4071041650022622,0.0
84,0.23,0.03338083499481004,0.019671498863171433,0.02648499085139988,50,,0,0,1000,501147184,0.1881257155725253,0.20202036863434183,0.0
85,0.301,0.003126552882248057,0.00821835633601009,0.023026938182914236,50,,0,0,1000,1768542267,0.2884832578721759,0.2998994770479649,0.0
86,0.5,0.014345085364174448,0.011012518837282492,0.1700533316360524,50,,0,0,1000,613563948,0.18162076047684514,0.22335240607985155,0.0
87,0.163,0.011932897442011647,0.033995289776912796,0.053154574800517884,50,,0,0,1000,780420734,0.19078829325816365,0.16251192402558126,0.0
88,0.222,0.012474807850020198,0.020838338138298607,0.0403177576914413,50,,0,0,1000,1530635368,0.16097968270572263,0.16984586398199844,0.0
89,0.194,9.434064664448627e-05,0.0006069013475501484,0.06183939033982466,50,,0,0,1000,1049747644,0.12306645775708744,0.12392755668603371,0.0
90,0.594,0.06499184640810252,1.6759614561823177e-05,0.04074365089657084,50,,0,0,1000,2133868785,0.33336604437349926,0.40451613533842956,0.0
91,0.958,0.0016659650366760426,0.03533253470487652,-2.611920635331444e-08,50,,0,0,1000,1227640767,0.9574819222103907,0.9879343716484055,0.0
