,p,r2_y_c,r2_yhat_c,r2_y_yhat,n,c_to_y_ratio_in_yhat,yc_in_yhat,y_in_c,num_perms,random_seed,p_pc_pearson,p_pc_spearman
127,0.046,0.0058670758815921875,0.032598147722085136,0.003977677004732061,100,0,0,0,1000,781409813,0.04050162649722836,0.04050162649722793
128,0.996,0.0003579607686717834,5.456403345149852e-06,0.018707999669218434,100,0,0,0,1000,244280760,0.9489832448414748,0.9489832448414737
129,0.989,0.001455601074296764,5.520896680866194e-05,0.0029134124621534863,100,0,0,0,1000,1149967382,0.9066506417577276,0.906650641757727
130,0.256,0.0011619102115963953,0.009949933440733139,0.010429369068243655,100,0,0,0,1000,1027204489,0.22487083563456978,0.2248708356345695
131,0.117,0.01866163095501272,0.018661630955050468,0.018471798540296902,100,0,0,0,1000,1858402418,0.17192225618773574,0.1719222561877343
132,0.615,0.017368381462180782,0.0024788984139695325,0.014685593316819956,100,0,0,0,1000,1713922561,0.4175715691920261,0.41757156919202776
133,0.001,0.0015995425592721935,0.07809991859424059,0.006580897028804933,100,0,0,0,1000,1192757155,0.0008087962034973104,0.0008087962034973193
134,0.826,0.014681702047928624,0.0011576531241896948,0.006667883492987303,100,0,0,0,1000,1524823068,0.5933770506343332,0.5933770506343341
135,0.825,0.028698036975634222,0.0007897150341756864,0.00390702257257447,100,0,0,0,1000,1513983115,0.8558602451504458,0.8558602451504449
136,0.786,0.0013147544760676588,0.0007580390410016902,0.002803341954079386,100,0,0,0,1000,28269538,0.7318344912524481,0.7318344912524475
137,0.949,0.00015570294274835916,2.7299313464235198e-06,0.0002667693934347293,100,0,0,0,1000,1996779031,0.9818133268934053,0.9818133268934083
138,0.962,0.005628680521749474,6.977531911145363e-06,0.003458505800837064,100,0,0,0,1000,2063599293,0.9782676515887591,0.978267651588759
139,0.007,0.0003404719144765034,0.05305039844810844,0.003379185754013636,100,0,0,0,1000,1990083466,0.007812912378863772,0.007812912378863715
140,0.937,0.0006394324716030297,1.7740427470380737e-06,0.01604442409192597,100,0,0,0,1000,661943137,0.9779674962767049,0.9779674962767051
141,0.749,0.024812631329294788,0.00048367749185895814,0.00014934688998335943,100,0,0,0,1000,1403562992,0.7752925059190204,0.7752925059190181
142,0.393,8.40222763387466e-06,0.004782631738795451,0.0012330002995372125,100,0,0,0,1000,363122471,0.42211260906773895,0.4221126090677372
143,0.62,0.0011326939581750572,0.001178984710815456,0.0011789847119427765,100,0,0,0,1000,491222027,0.7024197929062269,0.7024197929062284
144,0.02,0.00881615857922391,0.041576608831084494,0.0062116875390046955,100,0,0,0,1000,432298836,0.022496975147608043,0.022496975147607987
145,0.907,0.03738389452130175,2.4928635254273246e-05,0.0019919716008159893,100,0,0,0,1000,1304709030,0.9532594711770674,0.9532594711770694
146,0.015,0.005785245780259296,0.04720019569107092,0.03978346129726584,100,0,0,0,1000,1467770045,0.01630983091635437,0.016309830916354164
147,0.845,9.057459120498379e-07,0.0004460476877565789,0.021403463192520844,100,0,0,0,1000,1549830519,0.8085611489999758,0.808561148999976
148,0.172,0.0025351415134466926,0.013630803955018034,0.010174079529099878,100,0,0,0,1000,1514058593,0.19648097863298297,0.19648097863298503
149,0.763,5.376454618066795e-06,0.0007219466737539149,0.0003389960651054569,100,0,0,0,1000,987229037,0.7555786352238301,0.7555786352238317
150,0.449,0.013173049243209056,0.0029853800963941524,0.002184596869754696,100,0,0,0,1000,432725415,0.5737360161844484,0.5737360161844476
151,0.972,0.0054588539158887395,0.00010276647595164334,0.0038685492399190835,100,0,0,0,1000,1591096261,0.94793253423078,0.9479325342307787
152,0.605,0.02452915967497238,0.0020530706682659883,9.823623132731996e-07,100,0,0,0,1000,264695457,0.5956636922716012,0.5956636922715983
153,0.228,0.024912478418358863,0.01285880396767225,0.009949933440732583,100,0,0,0,1000,1042393695,0.11686751838613078,0.11686751838612988
154,0.134,0.00020458819323354582,0.014396143505994052,0.009763904326158701,100,0,0,0,1000,729062470,0.15537254292870525,0.15537254292870686
155,0.197,0.0003675442921166061,0.01494457254856596,0.00016803127513387306,100,0,0,0,1000,1017936139,0.16174788507316706,0.16174788507316637
156,0.785,0.0024788984139690884,0.0008286528271274074,0.014621942079392047,100,0,0,0,1000,1846930476,0.6751133449466196,0.6751133449466196
157,0.989,0.001200934095863193,0.00017965918355278276,0.015419514469505624,100,0,0,0,1000,373277956,0.9188040931794127,0.9188040931794121
158,0.825,0.005785178527123902,0.0004209489660992327,0.017902865037003002,100,0,0,0,1000,2017905715,0.7036623714319974,0.703662371431999
159,0.584,0.0010310982285429704,0.00267683419706366,0.008360326388084038,100,0,0,0,1000,1202071144,0.573752732282387,0.573752732282385
160,0.969,0.03413015115876872,0.00016550287574024214,0.0008286528271271854,100,0,0,0,1000,1778608981,0.9361073131718416,0.9361073131718426
161,1.0,0.00206894096942567,0.00022399296436415028,0.0009178421692468408,100,0,0,0,1000,17804671,0.8767429697706035,0.8767429697706084
162,0.814,0.00239088489115602,0.00097720235444132,0.010884219496528291,100,0,0,0,1000,572750107,0.7691451438493048,0.7691451438493053
163,0.579,0.002829138798499886,0.0015597933713550338,0.00674109798293776,100,0,0,0,1000,207565000,0.6903101399581053,0.6903101399581058
164,1.0,0.015928521651612737,0.0,0.00029856427472285674,100,0,0,0,1000,1306816430,0.9764428085171608,0.9764428085171628
165,0.502,0.0073592153792435555,0.004457063622318014,0.00026653826420286464,100,0,0,0,1000,901143153,0.42605843803093835,0.4260584380309388
166,0.003,0.0010603892042406748,0.07508836347961712,0.0015586593667704651,100,0,0,0,1000,1806904980,0.0011624582182397794,0.0011624582182397406
167,0.014,0.009079528739946663,0.05196817936396558,0.02623032466575481,100,0,0,0,1000,1821178177,0.012170405221126866,0.012170405221126964
168,0.642,0.0032276646669953113,0.001715042106696596,0.005785245780259851,100,0,0,0,1000,1654157772,0.6730924329368397,0.6730924329368406
169,0.74,0.0008380081459905542,0.0009716048310834946,0.0022918782891986345,100,0,0,0,1000,160858905,0.7040335441271688,0.7040335441271683
170,0.974,0.0023865436935194273,-5.513594469874761e-09,0.006238992969314516,100,0,0,0,1000,1320129680,0.9580808471176779,0.9580808471176787
171,0.682,0.004793707757590471,0.0025373654021237924,0.01380360010690218,100,0,0,0,1000,1128253970,0.4824875290357329,0.48248752903573344
172,0.037,2.8094976315951037e-05,0.03706328096766709,0.0014739446317910687,100,0,0,0,1000,1403243158,0.025684502628623682,0.02568450262862332
173,0.197,0.012563005163404029,0.011774664887267083,0.0036890761061918464,100,0,0,0,1000,123756764,0.23983752703755257,0.23983752703755173
174,0.391,0.0005765041684359096,0.006255357342140444,6.93256746764348e-05,100,0,0,0,1000,2100794139,0.3624012295908988,0.36240122959089993
175,0.283,0.0019919716008155453,0.008621675144477647,0.009485437932272744,100,0,0,0,1000,409471048,0.2536794370632148,0.25367943706321466
176,0.448,0.004254721586553045,0.005099406685913466,8.774802806366111e-06,100,0,0,0,1000,834406432,0.4091571972114376,0.40915719721143884
177,0.129,0.025130487479684938,0.014621942079377948,0.01895793139881219,100,0,0,0,1000,417687536,0.078873208751267,0.07887320875126608
178,0.549,0.0008439868427007058,0.0036673082297492554,0.00036408479556326867,100,0,0,0,1000,1290239217,0.49260332093587034,0.4926033209358668
179,0.425,0.0018221972195626712,0.0028538654324364865,0.00034047191447628133,100,0,0,0,1000,1616085243,0.5288062441367553,0.5288062441367525
180,0.925,0.023789827354227744,0.00026676939343450723,0.0012542665419543741,100,0,0,0,1000,47259107,0.9070549098608991,0.9070549098609002
181,0.971,0.007251873053307101,2.49286352540512e-05,0.0002914739666677324,100,0,0,0,1000,914447942,0.968275298114082,0.9682752981140814
182,0.01,0.03370507892682317,0.05632990071066346,0.00618863724594132,100,0,0,0,1000,1871798527,0.008027123409023791,0.00802712340902377
183,0.994,0.00029359540417062124,0.000286022057235491,0.005458853915888517,100,0,0,0,1000,168628923,0.8567945033579462,0.8567945033579478
184,0.429,0.00742424422720156,0.007317319361923258,0.011252600821640035,100,0,0,0,1000,1388926771,0.3810967492192858,0.38109674921928505
185,0.955,8.950058893120172e-06,1.9120623456991837e-05,0.014621942079392047,100,0,0,0,1000,760812298,0.9589118908326311,0.9589118908326313
186,0.191,0.006924360903229565,0.013783645400579636,0.0012542665414978504,100,0,0,0,1000,1931678383,0.15839683381101222,0.15839683381101222
187,0.545,0.0026247384733802948,0.00401635136720313,0.00028960116002552105,100,0,0,0,1000,672815658,0.46999589250370455,0.46999589250370544
188,0.917,0.000312829017970806,1.678355605272408e-06,0.0143834903712442,100,0,0,0,1000,1235241491,0.964083928098473,0.964083928098475
189,0.745,0.0002410777980977885,0.0011326939581580708,0.014018530261292739,100,0,0,0,1000,298894897,0.7130729750405299,0.7130729750405296
190,0.887,0.0024788984139697545,2.8157422760299866e-05,0.02324120648364081,100,0,0,0,1000,2055613399,0.8655159030332451,0.8655159030332455
191,0.42,0.0037959449464346484,0.005244822074982336,0.0018918539923609146,100,0,0,0,1000,1279573029,0.38446728823082943,0.38446728823082876
192,0.677,0.00042352316165505943,0.0014877340595528254,3.856200625940165e-05,100,0,0,0,1000,418240104,0.6584181923030348,0.6584181923030357
193,0.408,0.028122483006832177,0.007564739477368576,0.0008380081459902211,100,0,0,0,1000,993845577,0.27777798814737764,0.27777798814737803
194,0.798,0.00011779178555071379,0.00036431128769764953,0.009847018750615222,100,0,0,0,1000,391434283,0.8126465663247004,0.8126465663246991
195,0.985,0.011685156839604915,2.636567727254402e-06,0.0012323586686495691,100,0,0,0,1000,1214915002,0.9427290296263828,0.9427290296263802
196,0.235,0.0063463192799586565,0.012489906229991798,0.0004494165694103325,100,0,0,0,1000,1943521344,0.2023397227430069,0.20233972274300813
197,0.315,0.02846186194329936,0.010177745983446562,0.004311847797892621,100,0,0,0,1000,687299420,0.29753532383789794,0.29753532383789794
198,0.916,0.003420979560001758,5.176419253238862e-07,0.01696193429835846,100,0,0,0,1000,1356741974,0.9107596317283275,0.9107596317283264
199,0.021,0.0010927935500891772,0.041858386131443215,0.004513059702421551,100,0,0,0,1000,2141942839,0.017906862515822103,0.0179068625158214
