,p,r2_y_c,r2_yhat_c,r2_y_yhat,n,c_to_y_ratio_in_yhat,yc_in_yhat,y_in_c,num_perms,random_seed,p_pc_pearson,p_pc_spearman
70,0.164,0.03137957887963927,0.04054511115817616,0.027111928641673777,50,0,0,0,1000,1243751187,0.21086480372644212,0.6066659354431383
71,0.359,0.025416098770922657,0.01868216518172472,-2.6119206131269834e-08,50,0,0,0,1000,394876318,0.3427554505292376,0.43040363011167304
72,0.016,0.01789843470172814,0.11149272935095511,0.16978775404522828,50,0,0,0,1000,1285457632,0.004810595053931622,0.0027311953832276567
73,0.981,0.008207662956688067,4.696593935205051e-06,0.012269383922197674,50,0,0,0,1000,595765758,0.9652443704459327,0.9139833595003096
74,0.883,0.032823167322538094,0.0005627912723039641,0.018351316394641937,50,0,0,0,1000,1201503691,0.9956796077013221,0.7531331608053174
75,0.118,0.039202562912679983,0.04957862113781819,0.0007802454354473021,50,0,0,0,1000,1542418348,0.12509411637320125,0.15528714582219502
76,0.073,0.011138442768244161,0.07038271629869608,0.08025906088483736,50,0,0,0,1000,244592230,0.08732053880811932,0.005136908792846942
77,0.12,0.006178687653512038,0.05037590608021858,0.20319138441489715,50,0,0,0,1000,1969263265,0.07719917737034653,0.18138294655933998
78,0.595,0.06638654754681794,0.0057536671855594745,0.07127522820905263,50,0,0,0,1000,1096437208,0.8992074137440647,0.7653594091580689
79,0.396,0.00895551124890448,0.01581119834777356,0.015346938364723228,50,0,0,0,1000,908217484,0.4281023135140911,0.405890504849847
80,0.947,0.004388428755918827,0.00010963183034784496,0.03466933748857315,50,0,0,0,1000,152089541,0.8931839536815905,0.8934644685515217
81,0.737,0.011220504199480619,0.002944316788478951,0.17614644406326585,50,0,0,0,1000,394114712,0.8502189624733982,0.857239348744825
82,0.488,0.046285156290845064,0.009480758810437417,0.01013346950972005,50,0,0,0,1000,941097907,0.5966383218442037,0.652987901724316
83,0.548,0.004212367306969389,0.00784749197677459,0.022243991497020943,50,0,0,0,1000,1075348184,0.5778214158131251,0.7492299332133115
84,0.335,0.03338083499481004,0.019671498863171433,0.02648499085139988,50,0,0,0,1000,501147184,0.22977236014149313,0.4461802166368827
85,0.559,0.003126552882248057,0.00821835633601009,0.023026938182914236,50,0,0,0,1000,1768542267,0.49313960947227775,0.5676860513025013
86,0.47,0.014345085364174448,0.011012518837282492,0.1700533316360524,50,0,0,0,1000,613563948,0.5715665711413265,0.10252751693360491
87,0.199,0.011932897442011647,0.033995289776912796,0.053154574800517884,50,0,0,0,1000,780420734,0.2530681662290077,0.35283024907434335
88,0.32,0.012474807850020198,0.020838338138298607,0.0403177576914413,50,0,0,0,1000,1530635368,0.2462457109127503,0.32469371193685637
89,0.862,9.434064664448627e-05,0.0006069013475501484,0.06183939033982466,50,0,0,0,1000,1049747644,0.8512486199474574,0.9239983359587455
90,0.979,0.06499184640810252,1.6759614561823177e-05,0.04074365089657084,50,0,0,0,1000,2133868785,0.8254575993335975,0.80774137878477
91,0.203,0.0016659650366760426,0.03533253470487652,-2.611920635331444e-08,50,0,0,0,1000,1227640767,0.1954990253350514,0.37736581295802707
92,0.568,0.010768623887932538,0.007281075911417134,0.029948952271356633,50,0,0,0,1000,1400720309,0.47635874127760014,0.6153025904976358
93,0.085,0.023715318100055005,0.058698754527093944,0.03687162942800648,50,0,0,0,1000,1875327350,0.05927684007256483,0.038264601410989516
94,0.218,0.0053625842090322395,0.029432562940806983,0.03466933529911176,50,0,0,0,1000,998633014,0.26143906348475565,0.1989250228437974
95,0.301,0.037113274529032236,0.024744510387269436,0.17983415502716826,50,0,0,0,1000,1495616662,0.4555398488923762,0.6770815219398176
96,0.067,0.015621752221432916,0.06987788553495056,0.02619105265975996,50,0,0,0,1000,2077593581,0.04401963667703146,0.1240491503962613
97,0.597,0.011938442518351189,0.007635290236025383,-1.3153813593902441e-09,50,0,0,0,1000,1777051770,0.5480901277968452,0.6394011538983486
98,0.555,0.003166056954214569,0.007110868693807726,0.03797277534169696,50,0,0,0,1000,1966510930,0.6044296075719884,0.6722898357288298
99,0.129,0.0001581516993270915,0.047262847891869963,0.002681037811845366,50,0,0,0,1000,504192306,0.13406503307482823,0.1457474061619209
100,0.778,0.012840157212001158,0.000830296425852306,0.0034270676989868187,100,0,0,0,1000,1604458567,0.807275130736217,0.5918636302336484
101,0.637,0.0008305300261449711,0.0023212344600819224,0.0006096767918745138,100,0,0,0,1000,774880851,0.6315531484815939,0.624626811553947
102,0.641,0.0018277588167449066,0.002207357347593586,0.010152966561486454,100,0,0,0,1000,227552889,0.6707514345115626,0.6770702452678147
103,0.787,0.0027813487483517862,0.0007646535199594684,0.00172655787928222,100,0,0,0,1000,16906905,0.7988564852869189,0.6136263241332893
104,0.869,0.000248175348454005,0.00021533001981144384,0.04734666319390124,100,0,0,0,1000,55384970,0.9014368064951574,0.6425698690754298
105,0.95,0.0029757035969153467,5.818058201745302e-05,0.005578692816801456,100,0,0,0,1000,2132110259,0.9144357122648025,0.9027096033119004
106,0.256,0.07974504794202508,0.01362868361397973,0.015346938364723117,100,0,0,0,1000,216666703,0.3904084508559811,0.22312883101330272
107,0.513,0.0019140134933132158,0.004736756690351562,0.021025812347565065,100,0,0,0,1000,296224385,0.4606947398423946,0.28399437624927437
108,0.614,0.004746147583549298,0.003024755561950143,0.0013441567022381973,100,0,0,0,1000,1619298557,0.6011824075814542,0.2455082799794407
109,0.074,0.0011026934281404,0.029561065575647083,7.96428448910369e-05,100,0,0,0,1000,1541312302,0.08807901492001201,0.036754503896284575
110,0.343,0.043031104822112365,0.00985606990201493,0.026359690601428176,100,0,0,0,1000,62559325,0.4768928794777375,0.7652078388649838
111,0.349,0.022996730362054962,0.008537999067017021,0.0023770597409126237,100,0,0,0,1000,1681594616,0.3935467982750015,0.45525136312366477
112,0.446,0.009687529491410829,0.005290622102198883,0.0021118922018331654,100,0,0,0,1000,358777621,0.44840735849306934,0.24787701755648603
113,0.663,0.0005790153636624495,0.0022302387685929626,0.006377192167964174,100,0,0,0,1000,1754616452,0.631395444175509,0.944723913163046
114,0.196,0.02392862389033179,0.016593078173952835,0.004257710538148829,100,0,0,0,1000,46788485,0.16460535849175814,0.2622777100863156
115,0.389,0.025068076350203472,0.007346229315580932,0.034604151574596176,100,0,0,0,1000,510160670,0.5473064643211578,0.6858735620168197
116,0.184,0.004809092280174121,0.019162436367562874,0.04471441187086611,100,0,0,0,1000,454673985,0.20504089189256072,0.43118752736048394
117,0.552,0.015600472432572565,0.003501939645241703,0.0030778776443626255,100,0,0,0,1000,636524282,0.5965699243162186,0.7032151490918587
118,0.923,0.006031552057563561,8.63084894093813e-05,0.062144419313034494,100,0,0,0,1000,291875639,0.8006880860712974,0.5627013757529238
119,0.618,0.0008182634799061006,0.0022708199012700936,3.1615589543787515e-05,100,0,0,0,1000,1384953418,0.6404969448713399,0.6661864658753591
120,0.053,0.0018176789040700303,0.035580228597805075,0.015272966572030255,100,0,0,0,1000,470824762,0.052883280164367,0.1006542075964223
121,0.328,0.001787477191065312,0.010414595127320125,0.0009264271752410513,100,0,0,0,1000,528486959,0.3201728973897719,0.4973928348948651
122,0.162,0.007136588273109701,0.02033603993138955,0.020999838850990327,100,0,0,0,1000,185433238,0.18706731203000304,0.2452310663510291
123,0.727,0.0014181844168950075,0.001199127007795786,0.0013762757485080712,100,0,0,0,1000,1530812528,0.7423147908590895,0.49188983644825923
124,0.073,0.017842073166102423,0.028669770465323707,0.0023515057940342032,100,0,0,0,1000,647861397,0.10231620018593346,0.15355351339045636
125,0.345,0.00683247786015706,0.008858435701023626,0.0079829896461302,100,0,0,0,1000,563383994,0.3202619599425367,0.31516169648936065
126,0.555,0.0004680866669289907,0.0033391462677141437,0.00013031534196550343,100,0,0,0,1000,1179513918,0.568247376010335,0.5882284849600206
127,0.007,0.0019098654362927903,0.0678820175255963,0.0014810368499127424,100,0,0,0,1000,781409813,0.008636143476223511,0.01556570500744729
128,0.745,0.010819170650612775,0.0009698596553288086,0.006377192169025325,100,0,0,0,1000,244280760,0.7102522888526016,0.9284934936017598
129,0.432,0.009595325365813978,0.006518047409296179,0.02265564295014355,100,0,0,0,1000,1149967382,0.49799075894534073,0.9566362863235711
130,0.434,0.009920126405854046,0.006653975329670714,0.041219658614476073,100,0,0,0,1000,1027204489,0.32248599120174803,0.35972960032146173
131,0.647,0.0057710701531999975,0.002463998124509703,0.02072889951799417,100,0,0,0,1000,1858402418,0.5644239000829484,0.21334598230888804
132,0.516,0.004169392852851117,0.0038420821393100324,0.0015382984133998079,100,0,0,0,1000,1713922561,0.556566828549753,0.8900153498102232
133,0.001,0.02158642796813648,0.09065293952730036,0.004419030999626261,100,0,0,0,1000,1192757155,0.0015641300328878818,0.00470494364135233
134,0.676,0.005575545387089709,0.0018604077579869038,0.060710783436650484,100,0,0,0,1000,1524823068,0.5663606553550156,0.28594905372361956
135,0.55,0.005669703844591201,0.004066582497100235,0.008402730448220486,100,0,0,0,1000,1513983115,0.49783672333831486,0.5410236703965119
136,0.535,0.0023797647375128905,0.003992364885974098,0.005224210218653269,100,0,0,0,1000,28269538,0.5539406870785446,0.8517026704737525
137,0.639,0.027057861443733233,0.0023977997344518664,0.004018413710152546,100,0,0,0,1000,1996779031,0.6893904926165959,0.6974453761424373
138,0.477,0.005693041844005542,0.0049421024572856576,0.0023513463765824083,100,0,0,0,1000,2063599293,0.46683968434138345,0.523725138773145
139,0.052,0.005222966692727149,0.03691230744432761,0.00234475314374627,100,0,0,0,1000,1990083466,0.05978363379257783,0.059836439791611476
140,0.722,0.002360818277597043,0.0012960637820995657,0.005076177235987855,100,0,0,0,1000,661943137,0.7477783358181374,0.7564573648804008
141,0.601,0.00041662855015378586,0.002913544603157847,0.00024885004582220205,100,0,0,0,1000,1403562992,0.5975501197017203,0.6890029340619803
142,0.809,0.016079277523584845,0.0005718703220324306,0.0017930702474954208,100,0,0,0,1000,363122471,0.8493710165856303,0.728350212691562
143,0.722,3.452799601566525e-06,0.001226802102055835,0.0003215438493939793,100,0,0,0,1000,491222027,0.7309110348745766,0.50716001768964
144,0.029,0.019389040836998772,0.050087950127171266,5.862136290990527e-05,100,0,0,0,1000,432298836,0.023804514354032365,0.06284907600962704
145,0.552,0.02389705546715115,0.003147929696524221,0.00731470599515649,100,0,0,0,1000,1304709030,0.5075493922290569,0.6815490579154524
146,0.016,0.0028863832910555054,0.051649898796402915,2.9897345217078097e-05,100,0,0,0,1000,1467770045,0.02367007350328019,0.04474265666963311
147,0.997,0.003956632175962871,8.13755346440459e-08,0.0015497764995274776,100,0,0,0,1000,1549830519,0.9847951363792125,0.7071086335250666
148,0.015,0.01552395212773039,0.05925656356698361,0.01547007636714981,100,0,0,0,1000,1514058593,0.019797564924410958,0.06665759229018862
149,0.48,0.0037596332608115235,0.005365139222072157,0.018856503178362738,100,0,0,0,1000,987229037,0.5048716305438467,0.5173639824857306
150,0.704,0.0005489211725382415,0.0015602214399778047,0.01253842027263341,100,0,0,0,1000,432725415,0.6785880082233492,0.9001869390317079
151,0.722,0.0013940739146449665,0.0012118710427557744,0.000373394661939086,100,0,0,0,1000,1591096261,0.7272788197588718,0.6324653334175234
152,0.247,0.027443066453645026,0.013978528042756788,0.019913873351415146,100,0,0,0,1000,264695457,0.320365221214006,0.5815249405818925
153,0.605,0.0027050012192634254,0.0030853540373161348,0.05012041676319856,100,0,0,0,1000,1042393695,0.5183523688432856,0.41667764584646727
154,0.043,0.008108531295596633,0.041593346117826724,0.019888146317608935,100,0,0,0,1000,729062470,0.033199384450852465,0.030150002321967396
155,0.837,0.020148663973585834,0.00042476923160306157,0.0002499974077966316,100,0,0,0,1000,1017936139,0.8528063786998177,0.57531336154845
156,0.21,0.002229135983692454,0.016771914006414645,0.12476995269166402,100,0,0,0,1000,1846930476,0.2317744262580778,0.5357456979867423
157,0.142,0.014321847015087208,0.020498297133713317,5.236811521336371e-05,100,0,0,0,1000,373277956,0.15670575553907007,0.3811364247708755
158,0.409,0.03942676415870894,0.00785502022410578,0.06071078343665037,100,0,0,0,1000,2017905715,0.5996152854444017,0.8830632829007408
159,0.937,0.0011814326767082273,7.395756713457491e-05,0.00023937593044354166,100,0,0,0,1000,1202071144,0.9358003076518624,0.825336224460179
160,0.735,0.007827789349034386,0.0009208788974629512,0.010801516767760866,100,0,0,0,1000,1778608981,0.7111341645964377,0.9523428761325116
161,0.439,9.930643291333752e-05,0.00532788704089171,0.04716230826194978,100,0,0,0,1000,17804671,0.4767812207076537,0.9537089182127825
162,0.765,0.00010666218429244978,0.0007703780368398805,0.0001263801585695834,100,0,0,0,1000,572750107,0.7859077583520353,0.8121125998879828
163,0.735,0.030093833593121788,0.0010396730500422668,0.005826376392613408,100,0,0,0,1000,207565000,0.6565251049657999,0.8933500281572622
164,0.678,0.025342067127482326,0.0019123632673135882,0.0051829722505150055,100,0,0,0,1000,1306816430,0.5933188338692287,0.5392514337120655
165,0.677,0.006025232287038329,0.0014811174840442254,0.0008123861599836912,100,0,0,0,1000,901143153,0.6916745794099376,0.3635145115206474
166,0.013,0.01754523936239416,0.060654486063338675,0.028352633572356623,100,0,0,0,1000,1806904980,0.006579983244497522,0.002657342180784359
167,0.091,0.07371200883532802,0.040327958421504384,0.08433164610940791,100,0,0,0,1000,1821178177,0.12704167399779906,0.04711750430804717
168,0.518,0.0009353086387594578,0.004124778571985455,0.043537052815749044,100,0,0,0,1000,1654157772,0.48882511710198917,0.30011271514133936
169,0.727,0.00196621144080944,0.0012009780449269147,0.006080176566514939,100,0,0,0,1000,160858905,0.7100773112086808,0.7642528206934172
170,0.678,0.0021435587106175547,0.0015600589431974399,9.273393431386001e-05,100,0,0,0,1000,1320129680,0.7006063382446437,0.9665109879992264
171,0.33,4.1581017378056195e-05,0.010243246529866523,0.0004305915761301238,100,0,0,0,1000,1128253970,0.3193341905297591,0.6956793537240165
172,0.608,0.06999805880365484,0.002757249886369162,0.02115252915176835,100,0,0,0,1000,1403243158,0.3887509598067177,0.1936925106360156
173,0.331,0.0031393830172706805,0.009548629882747739,0.04315036841999076,100,0,0,0,1000,123756764,0.2996806929223259,0.347848773012552
174,0.212,0.00022477800167164386,0.016654541913227794,0.01045073795309448,100,0,0,0,1000,2100794139,0.20583562813890513,0.1287269584649695
175,0.418,0.0008761134904803347,0.006508479284620394,0.01346478655051786,100,0,0,0,1000,409471048,0.4092743212399813,0.5835169094357677
176,0.482,0.00415181979499557,0.004615414339921409,0.012528961229897995,100,0,0,0,1000,834406432,0.5372052953062456,0.12556638762548322
177,0.007,0.008284179869095465,0.07051723134096322,0.016367883752063883,100,0,0,0,1000,417687536,0.00966216717632759,0.0307223873825006
178,0.694,9.715646539654177e-05,0.0015272133721930814,0.025578995257356296,100,0,0,0,1000,1290239217,0.6901951996594251,0.6288404719411589
179,0.736,0.0053217507177997225,0.0012342227178894216,0.018595736448043687,100,0,0,0,1000,1616085243,0.6655192758992837,0.219947810476199
180,0.63,0.00047509306949256036,0.002520087610715094,0.00028299657680841417,100,0,0,0,1000,47259107,0.6193301261368701,0.4404310170008938
181,0.916,0.005588204118594731,9.780468211451065e-05,0.0018688925239828125,100,0,0,0,1000,914447942,0.9440807322188964,0.6790090911484361
182,0.028,0.011272093618213908,0.04999101103940795,0.0006634252024011467,100,0,0,0,1000,1871798527,0.026829466993005906,0.02565230055043733
183,0.408,0.0005542252606409726,0.007023051488670107,5.2368115211809396e-05,100,0,0,0,1000,168628923,0.4102685766922737,0.8246746274331151
184,0.081,8.12440539507131e-05,0.031771314486831015,0.006080176566760409,100,0,0,0,1000,1388926771,0.0757766271060724,0.01809105573138978
185,0.526,0.0005771140903958472,0.003928870479710134,2.0228752461548538e-05,100,0,0,0,1000,760812298,0.5369414102856407,0.8870045468876058
186,0.346,0.004999074557931693,0.008655810718750212,0.000319206099588909,100,0,0,0,1000,1931678383,0.3520439754251776,0.20467457879006293
187,0.512,0.012104452515639297,0.00454340377118978,0.004068351804152548,100,0,0,0,1000,672815658,0.5419610267389876,0.9129170062687098
188,0.659,0.010071285525711904,0.001968754436047604,0.03188132828930601,100,0,0,0,1000,1235241491,0.555569180815932,0.7307441418929488
189,0.786,0.003697543819097371,0.0007144558189595696,0.005578692816801234,100,0,0,0,1000,298894897,0.819965877229059,0.7657839437524969
190,0.833,0.005187881753742518,0.0005366628708602939,0.026243263820271312,100,0,0,0,1000,2055613399,0.7453252679338376,0.7918187414931264
191,0.62,0.009581598233481037,0.002283520974770026,0.01865724465645424,100,0,0,0,1000,1279573029,0.5508851563529285,0.7132449535990337
192,0.095,0.007545103616111826,0.028886714110439082,0.002480885417320833,100,0,0,0,1000,418240104,0.09803757638792004,0.3620530296352139
193,0.06,0.005645402668838506,0.032912155578766256,0.0056324563175337294,100,0,0,0,1000,993845577,0.06277710435222915,0.07787581148327535
194,0.938,0.0012051242160916464,7.069499591383366e-05,0.009889235359448412,100,0,0,0,1000,391434283,0.9557363710316568,0.7911717059070477
195,0.645,0.0014527066790798182,0.002289898605957741,0.002195787563933127,100,0,0,0,1000,1214915002,0.6271772080882132,0.944797676917976
196,0.108,0.0007933476643343651,0.02713198547152451,0.007392298730060198,100,0,0,0,1000,1943521344,0.10616635440960805,0.23989489743983525
197,0.707,0.0038472936784342826,0.0014474136636831725,0.06867334024033012,100,0,0,0,1000,687299420,0.6070088052775451,0.3004395833252163
198,0.841,0.009912039943472117,0.00044848435840216805,0.03328293961212059,100,0,0,0,1000,1356741974,0.9691872681262994,0.757444074802788
199,0.02,0.00958603104507083,0.04906648235204458,0.0017861618031305149,100,0,0,0,1000,2141942839,0.024218893143751006,0.004554998477934172
200,0.163,2.8010569416370146e-05,0.003673615146949305,4.611237094542808e-05,500,0,0,0,1000,1987094495,0.1762039875254998,0.08545346116155698
201,0.715,0.0002510563743624017,0.0002686424200767368,0.0027984322126488603,500,0,0,0,1000,678307382,0.726942619415508,0.6544106225447412
202,0.619,0.0003311775883202417,0.00046901466761806176,0.00056553441221463,500,0,0,0,1000,13467750,0.6231653088572111,0.7815976344441445
